source_id,datetime,property_name,temperature
MICDEV001,2019-05-07T11:37:10.000+0000,heating_temperature,32.2
MICDEV001,2019-05-07T11:37:10.000+0000,cooling_temperature,15
MICDEV001,2019-05-07T13:14:51.000+0000,heating_temperature,32.6
MICDEV001,2019-05-07T13:14:51.000+0000,cooling_temperature,31
MICDEV001,2019-05-07T14:14:52.000+0000,heating_temperature,33.9
MICDEV001,2019-05-07T14:14:52.000+0000,cooling_temperature,15
MICDEV001,2019-05-07T15:14:54.000+0000,heating_temperature,34.5
MICDEV001,2019-05-07T16:14:56.000+0000,heating_temperature,34.4
MICDEV001,2019-05-07T17:14:57.000+0000,heating_temperature,34.5
MICDEV001,2019-05-07T17:32:18.000+0000,heating_temperature,33.7
MICDEV001,2019-05-07T17:32:18.000+0000,cooling_temperature,32.2
MICDEV001,2019-05-07T18:32:20.000+0000,heating_temperature,34.3
MICDEV001,2019-05-07T18:32:20.000+0000,cooling_temperature,15
MICDEV001,2019-05-08T09:53:12.000+0000,heating_temperature,25.8
MICDEV001,2019-05-08T09:53:12.000+0000,cooling_temperature,24.6
MICDEV001,2019-05-08T10:53:13.000+0000,heating_temperature,30.2
MICDEV001,2019-05-08T10:53:13.000+0000,cooling_temperature,15
MICDEV001,2019-05-08T11:53:15.000+0000,heating_temperature,32.4
MICDEV001,2019-05-08T12:53:17.000+0000,heating_temperature,33
MICDEV001,2019-05-08T13:53:18.000+0000,heating_temperature,33.8
MICDEV001,2019-05-08T14:53:20.000+0000,heating_temperature,34.2
MICDEV001,2019-05-08T15:53:22.000+0000,heating_temperature,34.3
MICDEV001,2019-05-08T16:53:23.000+0000,heating_temperature,34.7
MICDEV001,2019-05-08T17:47:04.000+0000,heating_temperature,34
MICDEV001,2019-05-08T17:47:04.000+0000,cooling_temperature,32.6
MICDEV001,2019-05-08T18:07:58.000+0000,heating_temperature,33.5
MICDEV001,2019-05-08T18:07:58.000+0000,cooling_temperature,32.3
MICDEV001,2019-05-08T18:38:21.000+0000,heating_temperature,33
MICDEV001,2019-05-08T18:38:21.000+0000,cooling_temperature,31.4
MICDEV001,2019-05-08T19:38:23.000+0000,heating_temperature,34.2
MICDEV001,2019-05-08T19:38:23.000+0000,cooling_temperature,15
MICDEV001,2019-05-08T21:36:36.000+0000,heating_temperature,32.9
MICDEV001,2019-05-08T21:36:36.000+0000,cooling_temperature,31.9
MICDEV001,2019-05-08T22:36:37.000+0000,heating_temperature,33.7
MICDEV001,2019-05-08T22:36:37.000+0000,cooling_temperature,15
MICDEV001,2019-05-08T23:36:39.000+0000,heating_temperature,34.8
MICDEV001,2019-05-09T00:36:41.000+0000,heating_temperature,35.7
MICDEV001,2019-05-09T01:36:42.000+0000,heating_temperature,36.3
MICDEV001,2019-05-09T02:36:44.000+0000,heating_temperature,36.7
MICDEV001,2019-05-09T03:36:46.000+0000,heating_temperature,37
MICDEV001,2019-05-09T04:36:47.000+0000,heating_temperature,37.2
MICDEV001,2019-05-09T05:36:49.000+0000,heating_temperature,37.4
MICDEV001,2019-05-09T07:36:52.000+0000,heating_temperature,35.6
MICDEV001,2019-05-09T08:36:54.000+0000,heating_temperature,35.3
MICDEV001,2019-05-09T09:36:55.000+0000,heating_temperature,35.2
MICDEV001,2019-05-09T10:38:55.000+0000,heating_temperature,33.8
MICDEV001,2019-05-09T10:38:55.000+0000,cooling_temperature,32.4
MICDEV001,2019-05-09T11:38:57.000+0000,heating_temperature,34.7
MICDEV001,2019-05-09T11:38:57.000+0000,cooling_temperature,15
MICDEV001,2019-05-09T12:38:58.000+0000,heating_temperature,34.9
MICDEV001,2019-05-09T13:39:00.000+0000,heating_temperature,34.6
MICDEV001,2019-05-09T15:39:03.000+0000,heating_temperature,34.9
MICDEV001,2019-05-09T16:39:05.000+0000,heating_temperature,35
MICDEV001,2019-05-10T09:25:17.000+0000,heating_temperature,27
MICDEV001,2019-05-10T09:25:17.000+0000,cooling_temperature,25.9
MICDEV001,2019-05-10T10:25:19.000+0000,heating_temperature,30.8
MICDEV001,2019-05-10T10:25:19.000+0000,cooling_temperature,15
MICDEV001,2019-05-10T11:25:20.000+0000,heating_temperature,32.8
MICDEV001,2019-05-10T11:48:44.000+0000,heating_temperature,32.5
MICDEV001,2019-05-10T11:48:44.000+0000,cooling_temperature,31
MICDEV001,2019-05-10T12:48:45.000+0000,heating_temperature,34.2
MICDEV001,2019-05-10T12:48:45.000+0000,cooling_temperature,15
MICDEV001,2019-05-10T13:48:47.000+0000,heating_temperature,34.6
MICDEV001,2019-05-10T14:48:48.000+0000,heating_temperature,34.5
MICDEV001,2019-05-10T15:48:50.000+0000,heating_temperature,35.1
MICDEV001,2019-05-10T16:48:52.000+0000,heating_temperature,35.2
MICDEV001,2019-05-10T17:48:53.000+0000,heating_temperature,34.8
MICDEV001,2019-05-14T09:08:40.000+0000,heating_temperature,25.1
MICDEV001,2019-05-14T09:08:40.000+0000,cooling_temperature,24.1
MICDEV001,2019-05-14T10:08:41.000+0000,heating_temperature,29.7
MICDEV001,2019-05-14T10:08:41.000+0000,cooling_temperature,15
MICDEV001,2019-05-14T11:08:43.000+0000,heating_temperature,32
MICDEV001,2019-05-14T12:08:45.000+0000,heating_temperature,33.4
MICDEV001,2019-05-14T13:08:46.000+0000,heating_temperature,33.5
MICDEV001,2019-05-14T14:08:48.000+0000,heating_temperature,33.9
MICDEV001,2019-05-14T15:08:50.000+0000,heating_temperature,34
MICDEV001,2019-05-14T15:08:50.000+0000,cooling_temperature,15.1
MICDEV001,2019-05-14T16:08:51.000+0000,heating_temperature,34.1
MICDEV001,2019-05-14T16:08:51.000+0000,cooling_temperature,15
MICDEV001,2019-05-14T17:08:53.000+0000,heating_temperature,34.6
MICDEV001,2019-05-15T08:36:37.000+0000,heating_temperature,24.6
MICDEV001,2019-05-15T08:36:37.000+0000,cooling_temperature,23.2
MICDEV001,2019-05-15T09:36:39.000+0000,heating_temperature,29.5
MICDEV001,2019-05-15T09:36:39.000+0000,cooling_temperature,15.1
MICDEV001,2019-05-15T10:36:40.000+0000,heating_temperature,32.4
MICDEV001,2019-05-15T10:36:40.000+0000,cooling_temperature,15
MICDEV001,2019-05-15T11:36:42.000+0000,heating_temperature,33.8
MICDEV001,2019-05-15T12:36:55.000+0000,heating_temperature,32.1
MICDEV001,2019-05-15T12:36:55.000+0000,cooling_temperature,31.2
MICDEV001,2019-05-15T13:36:56.000+0000,heating_temperature,33.7
MICDEV001,2019-05-15T13:36:56.000+0000,cooling_temperature,15
MICDEV001,2019-05-15T13:40:43.000+0000,heating_temperature,33.6
MICDEV001,2019-05-15T13:40:43.000+0000,cooling_temperature,19.5
MICDEV001,2019-05-15T14:08:38.000+0000,heating_temperature,33.8
MICDEV001,2019-05-15T14:08:38.000+0000,cooling_temperature,20.6
MICDEV001,2019-05-15T15:08:40.000+0000,heating_temperature,35
MICDEV001,2019-05-15T15:08:40.000+0000,cooling_temperature,15
MICDEV001,2019-05-15T16:08:42.000+0000,heating_temperature,34.9
MICDEV001,2019-05-15T17:08:43.000+0000,heating_temperature,35.3
MICDEV001,2019-05-20T09:56:29.000+0000,heating_temperature,23.1
MICDEV001,2019-05-20T09:56:29.000+0000,cooling_temperature,22.1
MICDEV001,2019-05-20T10:56:31.000+0000,heating_temperature,28.7
MICDEV001,2019-05-20T10:56:31.000+0000,cooling_temperature,15
MICDEV001,2019-05-20T11:56:33.000+0000,heating_temperature,31.6
MICDEV001,2019-05-20T12:56:34.000+0000,heating_temperature,33.3
MICDEV001,2019-05-20T12:56:34.000+0000,cooling_temperature,15.1
MICDEV001,2019-05-20T13:56:36.000+0000,heating_temperature,34.1
MICDEV001,2019-05-20T13:56:36.000+0000,cooling_temperature,15
MICDEV001,2019-05-20T14:56:38.000+0000,heating_temperature,34.3
MICDEV001,2019-05-20T15:56:18.000+0000,heating_temperature,32.3
MICDEV001,2019-05-20T15:56:18.000+0000,cooling_temperature,31.5
MICDEV001,2019-05-20T18:04:45.000+0000,heating_temperature,33.2
MICDEV001,2019-05-20T18:04:45.000+0000,cooling_temperature,32.3
MICDEV001,2019-05-21T10:13:20.000+0000,heating_temperature,28.7
MICDEV001,2019-05-21T10:13:20.000+0000,cooling_temperature,15
MICDEV001,2019-05-21T11:13:22.000+0000,heating_temperature,32
MICDEV001,2019-05-21T11:49:56.000+0000,cooling_temperature,29
MICDEV001,2019-05-21T12:49:57.000+0000,heating_temperature,33.9
MICDEV001,2019-05-21T12:49:57.000+0000,cooling_temperature,15
MICDEV001,2019-05-21T13:49:59.000+0000,heating_temperature,34.6
MICDEV001,2019-05-21T15:50:02.000+0000,heating_temperature,34.8
MICDEV001,2019-05-21T16:50:04.000+0000,heating_temperature,35.2
MICDEV001,2019-05-21T17:50:06.000+0000,heating_temperature,35.5
MICDEV001,2019-05-23T09:10:05.000+0000,heating_temperature,24.2
MICDEV001,2019-05-23T09:10:05.000+0000,cooling_temperature,23.2
MICDEV001,2019-05-23T10:10:06.000+0000,heating_temperature,29.1
MICDEV001,2019-05-23T10:10:06.000+0000,cooling_temperature,15
MICDEV001,2019-05-23T11:10:08.000+0000,heating_temperature,32.2
MICDEV001,2019-05-23T12:10:10.000+0000,heating_temperature,33.7
MICDEV001,2019-05-23T13:10:11.000+0000,heating_temperature,34.2
MICDEV001,2019-05-23T14:05:55.000+0000,cooling_temperature,22.1
MICDEV001,2019-05-23T15:05:56.000+0000,heating_temperature,35
MICDEV001,2019-05-23T15:05:56.000+0000,cooling_temperature,15
MICDEV001,2019-05-23T16:05:58.000+0000,heating_temperature,34.4
MICDEV001,2019-05-23T17:06:00.000+0000,heating_temperature,34.3
MICDEV001,2019-05-23T18:06:01.000+0000,heating_temperature,34.5
MICDEV001,2019-05-23T19:06:03.000+0000,heating_temperature,34.1
MICDEV001,2019-05-24T08:53:56.000+0000,heating_temperature,22.7
MICDEV001,2019-05-24T08:53:56.000+0000,cooling_temperature,21.6
MICDEV001,2019-05-24T09:53:58.000+0000,heating_temperature,28.2
MICDEV001,2019-05-24T09:53:58.000+0000,cooling_temperature,15
MICDEV001,2019-05-24T10:54:00.000+0000,heating_temperature,31.5
MICDEV001,2019-05-24T10:54:00.000+0000,cooling_temperature,15.1
MICDEV001,2019-05-24T11:54:01.000+0000,heating_temperature,33.3
MICDEV001,2019-05-24T11:54:01.000+0000,cooling_temperature,15
MICDEV001,2019-05-24T12:54:03.000+0000,heating_temperature,34
MICDEV001,2019-05-24T13:19:22.000+0000,heating_temperature,33.6
MICDEV001,2019-05-24T13:19:22.000+0000,cooling_temperature,26
MICDEV001,2019-05-24T14:19:24.000+0000,heating_temperature,34.5
MICDEV001,2019-05-24T14:19:24.000+0000,cooling_temperature,15
MICDEV001,2019-05-24T15:19:25.000+0000,heating_temperature,34.4
MICDEV001,2019-05-24T15:19:25.000+0000,cooling_temperature,15.1
MICDEV001,2019-05-24T16:19:27.000+0000,heating_temperature,34.5
MICDEV001,2019-05-24T16:19:27.000+0000,cooling_temperature,15
MICDEV001,2019-05-27T08:21:20.000+0000,heating_temperature,22.7
MICDEV001,2019-05-27T08:21:20.000+0000,cooling_temperature,21.7
MICDEV001,2019-05-27T09:21:21.000+0000,heating_temperature,28.3
MICDEV001,2019-05-27T09:21:21.000+0000,cooling_temperature,15
MICDEV001,2019-05-27T10:21:23.000+0000,heating_temperature,31.5
MICDEV001,2019-05-27T11:21:25.000+0000,heating_temperature,32.9
MICDEV001,2019-05-27T11:21:25.000+0000,cooling_temperature,15.1
MICDEV001,2019-05-27T12:21:26.000+0000,heating_temperature,33.7
MICDEV001,2019-05-27T12:21:26.000+0000,cooling_temperature,15
MICDEV001,2019-05-27T13:21:28.000+0000,heating_temperature,34.3
MICDEV001,2019-05-27T14:21:30.000+0000,cooling_temperature,15.1
MICDEV001,2019-05-27T15:21:31.000+0000,cooling_temperature,15
MICDEV001,2019-05-28T08:35:12.000+0000,heating_temperature,22.9
MICDEV001,2019-05-28T08:35:12.000+0000,cooling_temperature,21.5
MICDEV001,2019-05-28T09:35:14.000+0000,heating_temperature,28.2
MICDEV001,2019-05-28T09:35:14.000+0000,cooling_temperature,15
MICDEV001,2019-05-28T10:35:15.000+0000,heating_temperature,31.4
MICDEV001,2019-05-28T11:35:17.000+0000,heating_temperature,32.7
MICDEV001,2019-05-28T12:35:19.000+0000,heating_temperature,33.6
MICDEV001,2019-05-28T13:35:20.000+0000,heating_temperature,34.2
MICDEV001,2019-05-28T14:35:22.000+0000,heating_temperature,34.1
MICDEV001,2019-05-28T14:35:22.000+0000,cooling_temperature,15.1
MICDEV001,2019-05-28T15:35:24.000+0000,heating_temperature,34.6
MICDEV001,2019-05-28T15:35:24.000+0000,cooling_temperature,15
MICDEV001,2019-05-28T16:35:25.000+0000,heating_temperature,34.2
MICDEV001,2019-05-28T17:35:27.000+0000,heating_temperature,34.5
MICDEV001,2019-05-28T18:35:29.000+0000,heating_temperature,34.1
MICDEV001,2019-06-03T10:32:10.000+0000,heating_temperature,23
MICDEV001,2019-06-03T10:32:10.000+0000,cooling_temperature,21.6
MICDEV001,2019-06-03T11:32:11.000+0000,heating_temperature,28.7
MICDEV001,2019-06-03T11:32:11.000+0000,cooling_temperature,15
MICDEV001,2019-06-03T12:32:13.000+0000,heating_temperature,31.8
MICDEV001,2019-06-03T13:32:15.000+0000,heating_temperature,33.2
MICDEV001,2019-06-03T14:32:17.000+0000,heating_temperature,33.8
MICDEV001,2019-06-03T15:32:18.000+0000,heating_temperature,34
MICDEV001,2019-06-04T17:28:33.000+0000,heating_temperature,29.6
MICDEV001,2019-06-04T17:28:33.000+0000,cooling_temperature,28.8
MICDEV001,2019-06-04T17:43:27.000+0000,heating_temperature,30.3
MICDEV001,2019-06-04T17:43:27.000+0000,cooling_temperature,21.4
MICDEV001,2019-06-04T18:43:29.000+0000,heating_temperature,32.5
MICDEV001,2019-06-04T18:43:29.000+0000,cooling_temperature,15
MICDEV001,2019-06-04T19:43:30.000+0000,heating_temperature,33.2
MICDEV001,2019-06-04T20:43:32.000+0000,heating_temperature,33.8
MICDEV001,2019-06-04T21:43:34.000+0000,heating_temperature,34.4
MICDEV001,2019-06-04T22:43:35.000+0000,heating_temperature,34.6
MICDEV001,2019-06-04T23:43:37.000+0000,heating_temperature,34.9
MICDEV001,2019-06-05T00:43:39.000+0000,heating_temperature,35.6
MICDEV001,2019-06-05T01:43:40.000+0000,heating_temperature,36.2
MICDEV001,2019-06-05T02:43:42.000+0000,heating_temperature,36.6
MICDEV001,2019-06-05T03:43:44.000+0000,heating_temperature,36.7
MICDEV001,2019-06-05T04:43:45.000+0000,heating_temperature,37
MICDEV001,2019-06-05T05:43:47.000+0000,heating_temperature,37.2
MICDEV001,2019-06-05T06:43:49.000+0000,heating_temperature,37.1
MICDEV001,2019-06-05T07:43:50.000+0000,heating_temperature,35.4
MICDEV001,2019-06-05T08:43:52.000+0000,heating_temperature,35.2
MICDEV001,2019-06-05T09:43:54.000+0000,heating_temperature,35.1
MICDEV001,2019-06-05T10:43:55.000+0000,heating_temperature,34.1
